iter	RMSE
442	0.3238277724
443	0.3238139135
444	0.3237922482
445	0.3237754379
446	0.3237517707
447	0.3237346851
448	0.3237254347
449	0.3237081184
450	0.3236809812
451	0.3236688245
452	0.323659246
453	0.3236413122
454	0.3236290805
455	0.323618302
456	0.3236003976
457	0.3235868967
458	0.3235655216
459	0.3235437058
460	0.3235352486
461	0.323512731
462	0.3234962613
463	0.3234881894
464	0.3234700303
465	0.3234515403
466	0.3234262755
467	0.3234062781
468	0.3233746796
469	0.3233648885
470	0.3233357161
471	0.3233117365
472	0.3233027228
473	0.3232626647
474	0.3232330647
475	0.3232181871
476	0.3231989428
477	0.3231809028
478	0.3231695763
479	0.3231519229
480	0.3231143003
481	0.3230990592
482	0.3230823439
483	0.3230738836
484	0.323056938
485	0.3230483783
486	0.3230301026
487	0.3229879502
488	0.3229766177
489	0.3229611501
490	0.3229317277
491	0.3229165381
492	0.3228986787
493	0.3228780196
494	0.3228606831
495	0.3228480415
496	0.3228380096
497	0.3228081393
498	0.3227924678
499	0.3227760673
500	0.3227594601
501	0.3227373594
502	0.3227269304
503	0.3227140316
504	0.3226808696
505	0.3226540398
506	0.3226192085
507	0.322602146
508	0.3225769667
509	0.3225488593
510	0.3225264213
511	0.3224938285
512	0.3224712051
513	0.322458291
514	0.3224454809
515	0.3224257258
516	0.3224026755
517	0.3223845233
518	0.3223671626
519	0.3223501447
520	0.3223310202
521	0.3223125618
522	0.3223006448
523	0.3222895516
524	0.3222722143
525	0.3222472575
526	0.3222273958
527	0.3222129026
528	0.3221971011
529	0.3221743029
530	0.3221671196
531	0.3221497964
532	0.322137095
533	0.3221058825
534	0.3220855581
535	0.3220569052
536	0.3220208003
537	0.3219872679
538	0.3219704374
539	0.3219605966
540	0.3219484875
541	0.3219221119
542	0.3219160064
543	0.3218981685
544	0.3218920155
545	0.3218712638
546	0.3218464457
547	0.3218308412
548	0.3218120271
549	0.3218045393
550	0.3217916719
551	0.3217870959
552	0.3217730229
553	0.3217578912
554	0.3217474785
555	0.321722092
556	0.3217057788
557	0.321694689
558	0.3216796109
559	0.3216673497
560	0.3216477001
561	0.3216346635
562	0.3216200186
563	0.3216143932
564	0.3215972443
565	0.3215812454
566	0.3215591119
567	0.3215525692
568	0.3215337811
569	0.3215258102
570	0.3215089205
571	0.3214941688
572	0.321476451
573	0.3214600261
574	0.3214528532
575	0.3214255502
576	0.3214147143
577	0.3214043251
578	0.321388993
579	0.3213617555
580	0.3213514166
581	0.321333838
582	0.3213196167
583	0.3213126485
584	0.321298912
585	0.3212877281
586	0.3212620697
587	0.3212493753
588	0.3212333363
589	0.3211991366
590	0.3211936632
591	0.3211848523
592	0.3211719305
593	0.321156924
594	0.3211342404
595	0.3211206862
596	0.3211009554
597	0.3210752279
598	0.3210626144
599	0.3210387208
600	0.3210271485
601	0.3210008006
602	0.3209818411
603	0.3209639402
604	0.3209412102
605	0.3209326852
606	0.3209039622
607	0.3208834616
608	0.320867829
609	0.3208538437
610	0.3208304032
611	0.3207939585
612	0.3207899325
613	0.3207790538
614	0.3207631217
615	0.3207336734
616	0.3207212726
617	0.3207074961
618	0.320696406
619	0.3206723043
620	0.3206524901
621	0.3206383707
622	0.3206126946
623	0.3206019216
624	0.3205916067
625	0.3205834762
626	0.3205614496
627	0.3205525938
628	0.3205484324
629	0.3205375371
630	0.3205260584
631	0.3205145174
632	0.3204950515
633	0.320457528
634	0.320435994
635	0.3204077378
636	0.3204007054
637	0.3203833677
638	0.3203696798
639	0.3203634123
640	0.3203269071
641	0.3203170986
642	0.3203025741
643	0.3202871487
644	0.3202704709
645	0.3202494464
646	0.3202279517
647	0.3202030416
648	0.3201921014
649	0.3201794444
650	0.3201717123
651	0.3201636851
652	0.3201433368
653	0.320137606
654	0.3201211948
655	0.3201164217
656	0.3200926576
657	0.3200758333
658	0.3200477865
659	0.3200240197
660	0.320009018
661	0.320002011
662	0.3199892162
663	0.3199784429
664	0.3199657591
665	0.3199485121
666	0.3199391197
667	0.3199298211
668	0.3199114229
669	0.3198821037
670	0.3198654747
671	0.3198514534
672	0.3198292149
673	0.3198221747
674	0.3198087842
675	0.3197947034
676	0.3197714954
677	0.3197594729
678	0.3197495521
679	0.319731883
680	0.3197122278
681	0.3196985703
682	0.3196819594
683	0.3196714211
684	0.3196429276
685	0.3196284254
686	0.3196083582
687	0.3195954877
688	0.3195831912
689	0.319578889
690	0.3195646025
691	0.3195455781
692	0.3195172789
693	0.3194954277
694	0.3194834865
695	0.3194760636
696	0.3194337261
697	0.319421307
698	0.3194130066
699	0.3194032854
700	0.3193916959
701	0.3193746854
702	0.3193556141
703	0.3193491777
704	0.3193343509
705	0.3193084378
706	0.3193038126
707	0.3193004274
708	0.3192954096
709	0.3192781792
710	0.3192709551
711	0.3192655536
712	0.3192492087
713	0.3192349962
714	0.319224638
715	0.3192123877
716	0.3192084213
717	0.3191853203
718	0.3191786286
719	0.3191639172
720	0.3191485531
721	0.3191408223
722	0.3191344817
723	0.3191286017
724	0.3191016712
725	0.3190904625
726	0.3190815629
727	0.3190683106
728	0.3190557777
729	0.3190437954
730	0.3190124769
731	0.3190000464
732	0.3189801124
733	0.3189629858
734	0.3189562319
735	0.3189413212
736	0.3189242887
737	0.3189081777
738	0.3188952184
739	0.3188805277
740	0.3188668093
741	0.3188543079
742	0.3188429933
743	0.318826855
744	0.3188136674
745	0.3187965533
746	0.318792421
747	0.3187892535
748	0.3187818831
749	0.3187651644
750	0.3187589206
751	0.3187508163
752	0.318743807
753	0.3187246049
754	0.3187114504
755	0.3186918041
756	0.3186852639
757	0.3186721438
758	0.3186556186
759	0.3186490746
760	0.3186337077
761	0.3186193887
762	0.3185920815
763	0.3185762809
764	0.3185676306
765	0.3185608791
766	0.3185547092
767	0.3185448676
768	0.3185174985
769	0.3185106693
770	0.3184968378
771	0.3184842688
772	0.3184648873
773	0.318451456
774	0.3184370666
775	0.3184107697
776	0.3183890862
777	0.3183825942
778	0.3183719834
779	0.3183642666
780	0.3183495782
781	0.3183306989
782	0.3183201507
783	0.3183166263
784	0.3183005541
785	0.3182950061
786	0.3182807112
787	0.318262431
788	0.3182567793
789	0.3182445587
790	0.3182308482
791	0.3182072233
792	0.3181946366
793	0.3181812248
794	0.3181694056
795	0.3181567426
796	0.3181396452
797	0.3181372808
798	0.3181293679
799	0.3181051827
800	0.3181023279
801	0.3180946777
802	0.318089504
803	0.318081649
804	0.3180642114
805	0.3180522064
806	0.318039774
807	0.3180333952
808	0.3180102911
809	0.3179979111
810	0.317985647
811	0.3179755
812	0.3179678622
813	0.3179460204
814	0.3179413642
815	0.3179351143
816	0.3179313714
817	0.3179256279
818	0.3179174149
819	0.3178872354
820	0.3178730033
821	0.3178562422
822	0.3178495706
823	0.3178315246
824	0.3178094964
825	0.3177941985
826	0.3177865503
827	0.3177745123
828	0.3177704715
829	0.3177494372
830	0.3177383128
831	0.3177271622
832	0.3177118086
833	0.31770231
834	0.3176909702
835	0.3176888689
836	0.3176811282
837	0.3176652895
838	0.3176476991
839	0.3176365317
840	0.3176263901
841	0.3176103232
842	0.3175917921
843	0.3175839346
844	0.317577528
845	0.3175707673
846	0.3175617983
847	0.3175586031
848	0.3175438226
849	0.3175190061
850	0.3175083884
851	0.31750001
852	0.3174932245
853	0.3174759423
854	0.3174696576
855	0.3174581162
856	0.3174436134
857	0.317431511
858	0.3174084876
859	0.3174004361
860	0.3173897303
861	0.317374945
862	0.3173699155
863	0.3173612698
864	0.3173582819
865	0.3173540481
866	0.3173435971
867	0.317330911
868	0.3173236113
869	0.3173214518
870	0.3173100142
871	0.3172969509
872	0.317285699
873	0.3172775099
874	0.3172640244
875	0.3172538384
876	0.3172422456
877	0.3172370083
878	0.3172236626
879	0.3172201677
880	0.3171966572
881	0.31719173
882	0.3171890126
883	0.3171797298
884	0.317171545
885	0.317167357
886	0.3171580804
887	0.3171554739
888	0.3171509851
889	0.317129813
890	0.3171158844
891	0.3171091907
892	0.3170934324
893	0.3170758443
894	0.3170522626
895	0.3170415092
896	0.3170328784
897	0.3170205693
898	0.3170059713
899	0.3170018325
900	0.3169921769
901	0.3169686765
902	0.3169607091
903	0.3169482723
904	0.3169423183
905	0.3169357139
906	0.3169300186
907	0.3169200222
908	0.3169127297
909	0.3169059339
910	0.3169025584
911	0.316889672
912	0.316887319
913	0.3168738107
914	0.3168678872
915	0.3168601362
916	0.3168466232
917	0.3168351985
918	0.3168317002
919	0.3168219421
920	0.3168099237
921	0.3168073891
922	0.3168014137
923	0.3167891999
924	0.3167748992
925	0.316772209
926	0.3167675412
927	0.3167485892
928	0.3167382962
929	0.3167228914
930	0.3167145125
931	0.316707446
932	0.3167003555
933	0.3166841499
934	0.316673023
935	0.3166614943
936	0.3166591953
937	0.3166483095
938	0.3166364932
939	0.3166242933
940	0.3166058117
941	0.3165791152
942	0.3165646831
943	0.3165595573
944	0.3165554674
945	0.3165309925
946	0.3165175786
947	0.3165123356
948	0.3164960215
949	0.316478613
950	0.31646985
951	0.3164636481
952	0.3164528845
953	0.3164389527
954	0.3164176054
955	0.316415083
956	0.3164085038
957	0.3163958308
958	0.3163905088
959	0.3163713598
960	0.3163652499
961	0.3163515464
962	0.3163489062
963	0.3163338706
964	0.3163199974
965	0.3163093788
966	0.3162979603
967	0.3162772899
968	0.3162690961
969	0.3162574179
970	0.3162438718
971	0.3162288461
972	0.3161989339
973	0.3161872711
974	0.3161686298
975	0.3161630933
976	0.3161518182
977	0.3161431188
978	0.3161382975
979	0.316130013
980	0.3161166097
981	0.3161052551
982	0.3160908174
983	0.3160721452
984	0.3160575984
985	0.3160438429
986	0.3160325433
987	0.3160250597
988	0.316015505
989	0.3159966831
990	0.3159910991
991	0.3159861936
992	0.3159778728
993	0.3159582134
994	0.3159299779
995	0.3159236484
996	0.3159146923
997	0.3159095057
998	0.3159019095
999	0.3158918847
